0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
-0.168701921,-0.122165707,-0.186107847,-0.050590767,-0.117946123,-0.0775882,-0.212977255,0.312769696,-0.359289067,-0.326606879,-0.275417194,-0.298520761,-0.029034162,-0.110804142,-0.114831074,-0.091862551,-0.067502759,-0.07598503,-0.093990978,-0.389511903,-0.093211433,-0.167421007,-0.201028117,-0.069813676,-0.163324981,-0.751053847,-0.180118294,-0.119747796,-0.167636248,-0.155595598,-0.134156092,-0.071822175,-0.226980472,-0.126970359,-0.297024115,-0.420631903,-0.436762952,-0.385040524,-0.111139049,-0.491731621,-0.679938075,0.162550846,0.311056388,0.081806404,-0.30705093,-0.761276664,-0.602304769,-0.266142203,-0.076657364,-0.112451018,-0.073321848,1.467713251,0.235639284,-0.029515072,-0.154612852,-0.27796342,0.829996044,-0.242074492,1.515467267,-0.25636334,-0.216179787,-0.135773939,-0.120214983,-0.136418889,-0.30201431,-0.057495252,-0.579443899,-0.312036072,-0.323014939,-0.459305589,-0.698522608,-0.067046736,-0.579959558,-0.079680277,-0.660451211,-0.177465838,-0.770197143,-0.586938895,-0.149217566,-0.296933088,-0.251581233,-0.150940876,-0.149491721,-0.343949323,-0.482401556,-0.699055874,-0.885267508,-1.072684742,-0.390875541,-0.407791226,-0.030083845,-1.133529525,1.487484407
-0.021971238,0.390633786,0.146324782,-0.050590767,-0.10568862,-0.0775882,-0.022603765,0.193068212,3.101366787,1.34956832,0.808843153,-0.217701637,0.354489205,-0.110804142,-0.105758183,-0.085319743,-0.065272399,-0.062511742,0.075101796,0.923343377,-0.093211433,-0.127534137,-0.115343396,-0.091946431,0.170197301,-0.142562253,0.631585473,1.114136483,-0.167636248,1.241166836,-0.124990543,-0.056613255,0.143339236,-0.02272202,0.039596504,0.13616207,1.197895281,0.123786667,3.675352713,-0.369036398,0.630525855,-0.173106223,-0.115858373,-0.366000137,0.081237444,-0.091162506,0.633752275,0.226589325,-0.076657364,-0.112451018,-0.073321848,1.028209319,0.107735422,-0.029515072,-0.154612852,2.098074326,-0.194196682,1.255530686,0.157140823,0.763294529,1.00659226,0.183537379,-0.106682885,-0.136418889,-0.435390277,-0.057495252,1.873109966,-0.189317296,1.761152083,1.988694364,0.560192368,-0.067046736,1.440668599,-0.079680277,-0.099119482,-0.177465838,-0.137810797,0.455577682,-0.256022896,-0.104362754,-0.102256876,-0.223073983,0.049333247,0.312628104,0.158079742,-0.08711593,0.822376087,0.240900248,-0.159252515,-0.229580765,-0.030083845,2.391883481,-2.814016633
-0.168701921,-0.122165707,-0.186107847,-0.050590767,-0.117946123,-0.0775882,0.095458623,-0.068857928,0.332911278,0.276876501,0.114955542,-0.193746258,0.627202585,-0.109737411,-0.111891164,-0.097310245,-0.057866642,-0.059308449,0.134307082,0.264961364,3.688400332,0.995796346,2.020141819,0.292938794,3.79931573,0.978276523,2.669246674,2.545708616,1.271660879,1.051327757,0.126798354,-0.055394899,-0.00476644,-0.089437206,0.066562488,1.320138138,0.51394869,1.080528246,-0.111139049,0.363458735,1.002865781,-0.112507581,0.555015296,0.518999232,0.161611599,1.464050818,0.401272873,-0.266142203,-0.076657364,-0.112451018,-0.073321848,0.970872763,-0.172138844,5.40588968,-0.154612852,3.143872891,-0.194196682,0.081440557,0.626300511,-0.25636334,1.764908907,-0.135773939,-0.175793212,-0.136418889,-0.454978123,-0.057495252,-0.063312917,-0.046937022,0.127210131,0.676472337,0.110732177,-0.067046736,-0.036545339,-0.079680277,0.465835892,1.390601068,-0.280979333,-0.270788135,-0.364458344,-0.140935528,-0.228790718,-0.324971047,-0.149491721,0.701146229,-0.369456424,0.437170357,0.723161729,0.962484252,-0.508116479,-0.57562728,-0.030083845,0.157225943,-1.025636225
-0.168701921,-0.122165707,-0.186107847,-0.050590767,-0.117946123,-0.0775882,-0.212977255,-0.294602239,-0.359289067,-0.326606879,2.78274041,0.865496605,0.09852578,-0.110804142,-0.103315529,-0.055494806,-0.067502759,0.004549545,-0.093990978,0.251376347,-0.093211433,-0.167421007,-0.201028117,-0.011479141,-0.163324981,0.758673416,-0.180118294,-0.119747796,-0.167636248,-0.155595598,-0.108104443,-0.033215074,-0.018083036,-0.126970359,-0.297024115,1.214663868,0.361217807,-0.385040524,-0.111139049,1.777333066,-0.495129821,0.604908307,0.643781685,1.348422036,-0.126183617,1.909445848,-0.083277304,-0.266142203,-0.076657364,-0.112451018,-0.073321848,-0.259676679,0.059060476,-0.029515072,-0.154612852,-0.27796342,-0.194196682,-0.242074492,-0.247231928,-0.25636334,-0.216179787,-0.135773939,0.0706136,-0.136418889,-0.505364853,-0.057495252,-0.484152176,-0.312036072,-0.323014939,-0.683295122,1.20337405,-0.067046736,-0.157076748,-0.079680277,0.974165993,-0.177465838,-0.293087715,0.131483947,-0.242422565,-0.296933088,0.256714509,-0.382297097,-0.149491721,1.732819977,0.513004835,0.492874804,1.475853638,1.489383707,-0.715347437,-0.667485251,-0.030083845,-0.256783942,0.129637196
-0.04939194,-0.122165707,-0.186107847,-0.050590767,-0.088045579,-0.0775882,-0.212977255,0.045285493,-0.359289067,0.354860784,-0.275417194,0.167091748,-0.204472756,-0.110804142,-0.114831074,-0.093596903,-0.067502759,-0.060177821,-0.093990978,0.226360302,-0.093211433,0.319072498,-0.201028117,-0.072567106,1.463841321,-0.217459107,-0.180118294,1.38520032,1.457652007,-0.155595598,-0.239195548,-0.064402148,-0.206906126,-0.042203717,-0.297024115,0.201557435,-0.436762952,-0.385040524,-0.111139049,-0.290707186,-0.289230043,-0.360225024,-0.085132166,0.218058905,-0.195492151,0.045942101,-0.321365257,-0.266142203,-0.076657364,-0.112451018,-0.073321848,-0.259676679,-0.322557455,-0.029515072,-0.154612852,-0.27796342,-0.194196682,-0.242074492,-0.000628571,-0.25636334,1.275214925,0.020009541,-0.421714512,-0.136418889,-0.163977553,-0.057495252,-0.554523701,-0.312036072,-0.323014939,0.194122866,0.032541061,-0.067046736,-0.213621806,-0.079680277,0.076504622,-0.177465838,-0.374220382,-0.214456898,-0.204231031,-0.296933088,-0.320539206,-0.252829242,-0.149491721,-0.31357189,-0.322976173,-0.755553309,-0.354830363,0.083722962,-0.599119941,-0.273138145,-0.030083845,-0.086536221,-0.237717114
-0.168701921,-0.101885555,0.19077333,-0.050590767,-0.117946123,-0.0775882,-0.051106445,-0.176128945,0.730535806,-0.089070448,-0.275417194,0.000461847,-0.199701956,-0.104925895,-0.067001177,-0.024719501,-0.063709897,0.027333244,-0.058046919,0.898520619,-0.093211433,-0.167421007,0.09039597,-0.081460355,-0.163324981,0.503001242,0.164969527,-0.119747796,0.398883915,-0.155595598,5.445022019,0.031632578,0.108886745,-0.067876827,0.132308657,0.405333818,0.31165418,-0.385040524,-0.111139049,0.693111282,0.23623252,1.560817675,1.439437128,1.629723932,2.58364615,1.032427359,0.760924662,2.247616975,-0.076657364,-0.112451018,-0.073321848,-0.00696961,0.282901348,-0.029515072,-0.154612852,0.395469198,-0.194196682,0.267279121,0.096598217,1.477626456,-0.216179787,0.081429334,0.196075716,-0.136418889,-0.307038199,-0.057495252,0.761022966,0.522726697,0.385835443,1.282806592,0.830420854,-0.067046736,1.499011341,-0.079680277,0.747805181,-0.177465838,0.124059578,1.613417041,0.042778661,0.276152508,0.324108818,0.204368036,0.10409368,1.02419989,1.36253114,0.648615694,1.038790284,0.845309459,-0.202558781,-0.171040878,-0.030083845,-0.146364082,-0.661000526
-0.168701921,-0.095186351,-0.186107847,-0.050590767,-0.117946123,-0.0775882,-0.212977255,-0.294602239,-0.359289067,-0.326606879,-0.275417194,-0.39332186,-0.26046086,-0.110804142,-0.114831074,-0.091452456,-0.067502759,-0.080993192,-0.093990978,-0.389511903,-0.093211433,-0.167421007,-0.201028117,-0.103635284,-0.163324981,-0.901613091,-0.180118294,-0.119747796,-0.167636248,-0.155595598,-0.307336479,-0.071822175,-0.189745866,-0.126970359,-0.297024115,-0.689786269,-0.436762952,-0.385040524,-0.111139049,-1.415353211,-0.614056344,-0.617313387,-0.912111022,-0.722954022,-0.531958763,-0.798172101,-0.588487329,-0.266142203,-0.076657364,-0.112451018,-0.073321848,-0.259676679,-0.413351972,-0.029515072,-0.154612852,0.169981418,-0.194196682,-0.242074492,-0.247231928,-0.25636334,-0.216179787,-0.135773939,-0.104318124,-0.136418889,-0.294292449,-0.057495252,-0.57150568,-0.312036072,-0.323014939,-0.334552441,-0.698522608,-0.067046736,-0.640363955,-0.079680277,-0.742786923,-0.177465838,-0.87024668,-0.6822906,-0.402887193,-0.296933088,-0.625261932,-0.382297097,-0.149491721,-0.320530978,-0.482401556,-1.017223017,-0.907447705,-1.062099238,-0.861310802,-0.3964256,-0.030083845,-0.416726132,-0.335638402
-0.168701921,-0.122165707,-0.186107847,-0.050590767,-0.073728545,-0.0775882,0.130398343,-0.294602239,1.027814394,0.681162393,0.159177098,0.452049881,-0.115887603,-0.109022786,-0.108285185,-0.04456997,-0.011182339,-0.069164239,0.287248634,-0.207358848,-0.093211433,0.552016219,-0.201028117,-0.031740624,-0.163324981,1.137680632,-0.180118294,-0.119747796,-0.167636248,-0.155595598,0.022267884,-0.049876379,-0.137921327,0.249093929,0.006556247,0.5438513,0.243642562,-0.385040524,-0.111139049,0.767760474,-0.259728929,1.427733643,1.33345176,1.057638712,1.340024808,0.874480027,0.840574614,1.51133199,-0.076657364,-0.112451018,-0.073321848,-0.080988005,1.197875022,-0.029515072,-0.154612852,0.079173744,-0.194196682,0.298169922,-0.247231928,-0.25636334,-0.216179787,0.324978089,-0.192406549,-0.136418889,-0.42122302,-0.057495252,1.114494708,1.016046948,0.428825137,0.150840881,0.38259032,-0.067046736,1.21702225,-0.079680277,1.384863029,-0.177465838,-0.089620103,0.585584802,-0.279163096,0.57141199,0.118554557,-0.190837204,-0.149491721,0.442831326,0.272036013,1.434600465,1.357169467,1.347642689,-0.2116154,-0.301782652,-0.030083845,-1.107714687,0.502267241
-0.168701921,-0.122165707,-0.186107847,-0.050590767,-0.117946123,-0.0775882,-0.212977255,-0.294602239,-0.359289067,-0.326606879,-0.275417194,0.424071553,-0.308871461,-0.110804142,-0.079099775,-0.053877355,-0.067502759,-0.039364233,-0.093990978,-0.389511903,-0.093211433,-0.167421007,-0.201028117,-0.110710199,-0.163324981,0.34986902,-0.180118294,-0.119747796,-0.167636248,-0.155595598,-0.097487699,-0.071822175,-0.226980472,-0.126970359,-0.297024115,-0.075582711,-0.436762952,-0.385040524,-0.111139049,0.798228002,-0.679938075,-0.68940157,-0.662102214,1.041025453,-0.922085773,-0.709286736,-0.966178741,-0.266142203,-0.076657364,-0.112451018,-0.073321848,-0.259676679,1.052484914,-0.029515072,-0.154612852,-0.27796342,-0.194196682,-0.242074492,-0.247231928,-0.25636334,-0.216179787,-0.135773939,-0.538849189,-0.136418889,0.413226033,-0.057495252,-0.788492116,-0.312036072,-0.323014939,-0.683295122,-0.698522608,-0.067046736,-0.70553692,-0.079680277,0.608320351,-0.177465838,0.261279163,-0.693310032,0.281944567,-0.296933088,1.258713215,-0.382297097,-0.149491721,-0.960657323,0.03236875,-0.872540304,-0.917799252,-0.847747888,-0.570161737,-0.092528833,-0.030083845,0.019748629,0.267902612
-0.168701921,-0.122165707,-0.186107847,-0.050590767,-0.117946123,-0.0775882,0.706608993,0.378443212,-0.359289067,1.022834911,-0.275417194,0.073537217,0.001223902,-0.110804142,-0.114831074,-0.042825487,-0.002861153,0.040515514,-0.093990978,0.098307981,-0.093211433,0.603262272,-0.201028117,-0.004966903,-0.163324981,1.479498031,-0.180118294,-0.119747796,-0.167636248,0.74399991,-0.024944604,-0.057129043,0.011526763,-0.126970359,0.515987433,2.299167691,-0.436762952,-0.385040524,-0.111139049,0.274147537,0.726752421,1.895054506,1.200387672,0.669375764,1.804061942,2.400674498,0.781102284,-0.266142203,-0.076657364,-0.112451018,-0.073321848,1.175949335,-0.053769493,-0.029515072,-0.154612852,-0.27796342,0.940739285,-0.242074492,-0.247231928,-0.25636334,-0.216179787,-0.135773939,0.388950835,-0.136418889,-0.280026555,-0.057495252,0.601420158,0.873533401,1.690470581,0.805958438,1.038659511,-0.067046736,1.79926585,-0.079680277,0.575402516,-0.177465838,0.041809341,0.89055938,-0.112177223,0.168165886,0.032758955,-0.125924942,0.330713548,1.602058922,-0.103568717,0.512511022,1.83961878,1.119790445,-0.627927655,-0.043757783,-0.030083845,0.305204372,-0.793419895
