Key,CVE_ENT,CVE_MUN,NOM_MUN,ent,grs2000,grs2005,grs2010,grs2015,lgc00_15cl3,lgc00_15cl3_2,lgc00_15cl4,lgc00_15cl4_2,AMB,LAT,LON,ALT,POB_TOTAL,PER_URB,PER_RUR,AREA,BASSOLS,BASSOLS2
24057,24,57,Matlapa,San Luis Potosí,Alto,Alto,Alto,Alto,2,2,1,3,U,21.337504,-98.826803,120,30299,0.023529412,0.976470588,116.0552683,Norte,6
7048,7,48,Juárez,Chiapas,Medio,Medio,Bajo,Medio,2,2,4,2,U,17.608151,-93.193331,121,21084,0.020833333,0.979166667,742.2759435,Pacifico Sur,7
7062,7,62,Ostuacán,Chiapas,Alto,Alto,Medio,Alto,2,2,4,2,U,17.405591,-93.337136,121,17067,0.008333333,0.991666667,598.6415847,Pacifico Sur,7
25004,25,4,Concordia,Sinaloa,Bajo,Bajo,Bajo,Bajo,1,3,3,1,U,23.287626,-106.068611,122,28493,0.003174603,0.996825397,2143.745195,Noroeste,5
19020,19,20,General Bravo,Nuevo León,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,25.793297,-99.181233,124,5527,0.003039514,0.996960486,1870.977291,Noreste,4
24038,24,38,Tampacán,San Luis Potosí,Alto,Medio,Medio,Alto,2,2,1,3,U,21.402308,-98.727676,125,15838,0.009803922,0.990196078,185.5334392,Norte,6
28027,28,27,Nuevo Laredo,Tamaulipas,Muy bajo,Muy bajo,Muy bajo,Muy bajo,1,3,3,1,U,27.486291,-99.508493,126,384033,0.009174312,0.990825688,1216.470586,Noreste,4
28002,28,2,Aldama,Tamaulipas,Bajo,Bajo,Muy bajo,Bajo,1,3,3,1,U,22.919306,-98.073713,128,29470,0.00122549,0.99877451,3778.226882,Noreste,4
7114,7,114,Benemérito de las Américas,Chiapas,Muy alto,Alto,Medio,Alto,2,2,4,2,U,16.515828,-90.653302,129,17282,0.013888889,0.986111111,1098.224175,Pacifico Sur,7
24037,24,37,Tamazunchale,San Luis Potosí,Alto,Medio,Medio,Alto,2,2,1,3,U,21.262738,-98.791518,129,96820,0.006920415,0.993079585,350.4226707,Norte,6
7116,7,116,Marqués de Comillas,Chiapas,Muy alto,Alto,Alto,Alto,2,2,1,3,U,16.333133,-90.765283,130,9856,0.035714286,0.964285714,913.8063833,Pacifico Sur,7
20134,20,134,San Felipe Jalapa de Díaz,Oaxaca,Alto,Alto,Alto,Alto,3,1,2,4,U,18.071283,-96.536115,130,26838,0.02173913,0.97826087,134.1933737,Pacifico Sur,7
24041,24,41,Tanlajás,San Luis Potosí,Alto,Alto,Alto,Alto,3,1,1,3,U,21.665664,-98.88807,130,19312,0.00729927,0.99270073,371.088619,Norte,6
30212,30,212,Santiago Sochiapan,Veracruz,,Alto,Alto,Alto,2,2,1,3,U,17.663732,-95.734602,130,12409,0.008,0.992,398.9395271,Golfo de Mexico,3
20002,20,2,Acatlán de Pérez Figueroa,Oaxaca,Medio,Bajo,Medio,Medio,2,2,4,2,U,18.538563,-96.60761,131,44885,0.016949153,0.983050847,752.1899,Pacifico Sur,7
24014,24,14,Coxcatlán,San Luis Potosí,Alto,Alto,Alto,Alto,2,2,1,3,U,21.541143,-98.903469,131,17015,0.01369863,0.98630137,90.06100098,Norte,6
30056,30,56,Chiconamel,Veracruz,Alto,Alto,Alto,Alto,2,2,1,3,U,21.230556,-98.459513,131,6752,0.015873016,0.984126984,91.77714785,Golfo de Mexico,3
30155,30,155,Tantoyuca,Veracruz,Alto,Alto,Alto,Alto,2,2,1,3,U,21.351814,-98.229919,131,101743,0.001602564,0.998397436,1289.96678,Golfo de Mexico,3
20265,20,265,San Miguel Chimalapa,Oaxaca,Alto,Alto,Alto,Alto,2,2,1,3,U,16.714464,-94.747883,132,6608,0.028571429,0.971428571,1188.090521,Pacifico Sur,7
19013,19,13,China,Nuevo León,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,25.705914,-99.239317,137,10864,0.001259446,0.998740554,4224.188289,Noreste,4
7043,7,43,Ixtacomitán,Chiapas,Medio,Medio,Medio,Medio,2,2,1,3,U,17.430795,-93.096573,140,10176,0.013888889,0.986111111,125.2865085,Pacifico Sur,7
21002,21,2,Acateno,Puebla,Alto,Medio,Medio,Alto,2,2,1,3,U,20.129905,-97.210404,140,8916,0.011904762,0.988095238,179.4949097,Centro Sur,2
30094,30,94,Juan Rodríguez Clara,Veracruz,Medio,Bajo,Bajo,Medio,2,2,4,2,U,17.994004,-95.401354,140,37193,0.007490637,0.992509363,990.4691568,Golfo de Mexico,3
13028,13,28,Huejutla de Reyes,Hidalgo,Medio,Medio,Medio,Medio,2,2,1,3,U,21.139212,-98.420595,141,122905,0.018348624,0.981651376,390.4509514,Centro Sur,2
19040,19,40,Parás,Nuevo León,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,26.498539,-99.525422,141,1034,0.006289308,0.993710692,1161.785473,Noreste,4
30055,30,55,Chalma,Veracruz,Alto,Medio,Medio,Alto,2,2,1,3,U,21.208391,-98.397603,142,12626,0.010416667,0.989583333,150.5961972,Golfo de Mexico,3
30034,30,34,Cerro Azul,Veracruz,Muy bajo,Muy bajo,Muy bajo,Muy bajo,1,3,3,1,U,21.191467,-97.742319,144,25801,0.014285714,0.985714286,90.17597063,Golfo de Mexico,3
25016,25,16,San Ignacio,Sinaloa,Bajo,Bajo,Bajo,Bajo,1,3,3,1,U,23.940276,-106.425497,148,22527,0.006578947,0.993421053,5015.316738,Noroeste,5
20509,20,509,Santo Domingo de Morelos,Oaxaca,Muy alto,Muy alto,Muy alto,Muy alto,3,1,2,4,U,15.833004,-96.668076,149,10547,0.055555556,0.944444444,106.0418334,Pacifico Sur,7
28030,28,30,Padilla,Tamaulipas,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,24.048799,-98.900294,149,14020,0.007874016,0.992125984,1344.262833,Noreste,4
19023,19,23,General Treviño,Nuevo León,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,26.226969,-99.484081,150,1277,0.007518797,0.992481203,384.5447042,Noreste,4
19027,19,27,Los Herreras,Nuevo León,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,25.905606,-99.403297,150,2030,0.00617284,0.99382716,491.9953827,Noreste,4
5013,5,13,Hidalgo,Coahuila,Bajo,Bajo,Muy bajo,Bajo,1,3,3,1,U,27.791681,-99.876055,151,1852,0.010526316,0.989473684,1123.853296,Norte,6
28008,28,8,Casas,Tamaulipas,Alto,Medio,Medio,Alto,2,2,4,2,U,23.727134,-98.737842,151,4423,0.003095975,0.996904025,2981.276447,Noreste,4
30150,30,150,Tamalín,Veracruz,Alto,Medio,Medio,Medio,2,2,4,2,U,21.337939,-97.81323,151,11211,0.008130081,0.991869919,396.1186373,Golfo de Mexico,3
30051,30,51,Coyutla,Veracruz,Alto,Alto,Medio,Alto,2,2,1,3,U,20.247122,-97.657697,154,21822,0.023809524,0.976190476,232.2137856,Golfo de Mexico,3
20232,20,232,San Lucas Ojitlán,Oaxaca,Alto,Alto,Alto,Alto,3,1,1,3,U,18.057503,-96.397763,155,21514,0.016129032,0.983870968,454.0513657,Pacifico Sur,7
12080,12,80,Juchitán,Guerrero,,Alto,Alto,Alto,2,2,1,3,U,16.627071,-98.636714,156,7166,0.027027027,0.972972973,254.6654177,Pacifico Sur,7
7084,7,84,Solosuchiapa,Chiapas,Alto,Alto,Medio,Alto,2,2,1,3,U,17.428656,-93.031179,157,8065,0.013888889,0.986111111,156.3918998,Pacifico Sur,7
13011,13,11,Atlapexco,Hidalgo,Alto,Medio,Medio,Alto,3,1,1,3,U,21.017114,-98.348187,158,19452,0.019607843,0.980392157,141.369366,Centro Sur,2
20324,20,324,San Pedro Pochutla,Oaxaca,Alto,Medio,Medio,Alto,2,2,1,3,U,15.746341,-96.46523,160,43860,0.012987013,0.987012987,448.071774,Pacifico Sur,7
20418,20,418,Santa María Jalapa del Marqués,Oaxaca,Bajo,Bajo,Bajo,Bajo,2,2,4,2,U,16.440065,-95.443378,160,11888,0.033333333,0.966666667,732.3607038,Pacifico Sur,7
30121,30,121,Ozuluama de Mascareñas,Veracruz,Alto,Medio,Medio,Alto,2,2,4,2,U,21.661261,-97.850506,164,23276,0.000744602,0.999255398,2367.962265,Golfo de Mexico,3
28005,28,5,Burgos,Tamaulipas,Bajo,Bajo,Bajo,Medio,1,3,3,1,U,24.94664,-98.79901,165,4589,0.004,0.996,1885.430012,Noreste,4
28013,28,13,Güémez,Tamaulipas,Bajo,Bajo,Bajo,Medio,1,3,4,2,U,23.919141,-99.00833,167,15659,0.002457002,0.997542998,1196.249768,Noreste,4
30124,30,124,Papantla,Veracruz,Medio,Medio,Medio,Alto,2,2,4,2,U,20.446733,-97.322749,171,158599,0.011111111,0.988888889,1444.899898,Golfo de Mexico,3
6006,6,6,Ixtlahuacán,Colima,Bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,19.001184,-103.738593,173,5300,0.014492754,0.985507246,375.0146966,Centro Occidente,1
26044,26,44,Onavas,Sonora,Bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,28.460539,-109.529518,174,399,0.022222222,0.977777778,532.2830867,Noroeste,5
13046,13,46,San Felipe Orizatlán,Hidalgo,Alto,Medio,Medio,Medio,2,2,1,3,U,21.170944,-98.607815,175,39181,0.020547945,0.979452055,320.9724115,Centro Sur,2
7089,7,89,Tapachula,Chiapas,Bajo,Bajo,Bajo,Bajo,1,3,4,2,U,14.911071,-92.26432,176,320451,0.011864407,0.988135593,991.1305154,Pacifico Sur,7
19002,19,2,Agualeguas,Nuevo León,Muy bajo,Muy bajo,Muy bajo,Muy bajo,1,3,3,1,U,26.310915,-99.539389,176,3443,0.004672897,0.995327103,972.4630864,Noreste,4
30037,30,37,Coahuitlán,Veracruz,Alto,Alto,Alto,Alto,3,1,1,3,U,20.275062,-97.714875,181,7810,0.153846154,0.846153846,41.44255364,Golfo de Mexico,3
30122,30,122,Pajapan,Veracruz,Muy alto,Alto,Alto,Alto,2,2,1,3,U,18.261744,-94.691785,182,15909,0.016666667,0.983333333,310.9110208,Golfo de Mexico,3
24029,24,29,San Martín Chalchicuautla,San Luis Potosí,Alto,Medio,Alto,Alto,2,2,1,3,U,21.369703,-98.657238,185,21347,0.004115226,0.995884774,409.2089301,Norte,6
7088,7,88,Sunuapa,Chiapas,Alto,Alto,Medio,Medio,2,2,1,3,U,17.489378,-93.243169,190,2235,0.071428571,0.928571429,78.33830289,Pacifico Sur,7
30031,30,31,Carrillo Puerto,Veracruz,Alto,Alto,Medio,Alto,2,2,4,2,U,18.799891,-96.57106,190,16313,0.009803922,0.990196078,248.6084941,Golfo de Mexico,3
30042,30,42,Colipa,Veracruz,Alto,Medio,Medio,Medio,2,2,4,2,U,19.924,-96.72673,192,5728,0.014084507,0.985915493,129.5020875,Golfo de Mexico,3
19005,19,5,Anáhuac,Nuevo León,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,27.240647,-100.132436,196,18480,0.001282051,0.998717949,4509.801091,Noreste,4
13032,13,32,Jaltocán,Hidalgo,Alto,Medio,Medio,Medio,3,1,1,3,U,21.133132,-98.538324,199,10933,0.041666667,0.958333333,38.03383867,Centro Sur,2
16008,16,8,Aquila,Michoacán,Alto,Alto,Alto,Alto,2,2,1,3,U,18.599139,-103.504754,200,23536,0.001795332,0.998204668,2257.642682,Centro Occidente,1
16029,16,29,Churumuco,Michoacán,Alto,Alto,Alto,Medio,2,2,4,2,U,18.664558,-101.646553,200,14366,0.010989011,0.989010989,1104.78063,Centro Occidente,1
26030,26,30,Hermosillo,Sonora,Muy bajo,Muy bajo,Muy bajo,Muy bajo,1,3,3,1,U,29.074892,-110.958464,200,784342,0.00248293,0.99751707,16926.9702,Noroeste,5
30143,30,143,Santiago Tuxtla,Veracruz,Alto,Medio,Medio,Alto,2,2,1,3,U,18.465643,-95.301754,200,56427,0.010380623,0.989619377,615.9799534,Golfo de Mexico,3
26049,26,49,Quiriego,Sonora,Alto,Medio,Alto,Alto,2,2,1,3,U,27.520488,-109.251229,201,3356,0.003759398,0.996240602,3758.167016,Noroeste,5
30078,30,78,Ixcatepec,Veracruz,Alto,Alto,Alto,Alto,2,2,1,3,U,21.237634,-98.005952,201,12713,0.016666667,0.983333333,175.2114119,Golfo de Mexico,3
20052,20,52,Magdalena Tequisistlán,Oaxaca,Medio,Bajo,Bajo,Medio,2,2,4,2,U,16.398917,-95.602909,202,6182,0.045454545,0.954545455,844.4501898,Pacifico Sur,7
20057,20,57,Matías Romero Avendaño,Oaxaca,Bajo,Bajo,Bajo,,2,2,4,2,U,16.877889,-95.042149,202,38019,0.011299435,0.988700565,1357.179328,Pacifico Sur,7
12073,12,73,Zirándaro,Guerrero,Alto,Alto,Alto,Alto,2,2,4,2,U,18.479133,-100.975856,203,18813,0.002309469,0.997690531,2138.819491,Pacifico Sur,7
30154,30,154,Tantima,Veracruz,Alto,Alto,Alto,Alto,2,2,4,2,U,21.329637,-97.833292,203,12814,0.005747126,0.994252874,330.4003628,Golfo de Mexico,3
12025,12,25,Cuautepec,Guerrero,Alto,Alto,Alto,Alto,2,2,1,3,U,16.749003,-99.001546,205,15115,0.026315789,0.973684211,314.9204177,Pacifico Sur,7
20482,20,482,Santiago Pinotepa Nacional,Oaxaca,Medio,Medio,Medio,Medio,2,2,4,2,U,16.339009,-98.050348,205,50309,0.012121212,0.987878788,808.3627632,Pacifico Sur,7
28004,28,4,Antiguo Morelos,Tamaulipas,Bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,22.54942,-99.083617,209,9003,0.006097561,0.993902439,576.0844842,Noreste,4
19042,19,42,Los Ramones,Nuevo León,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,25.696392,-99.624031,210,5359,0.004739336,0.995260664,1328.180254,Noreste,4
25003,25,3,Badiraguato,Sinaloa,Alto,Alto,Alto,Alto,2,2,4,2,U,25.362652,-107.551018,212,29999,0.001779359,0.998220641,4789.967105,Noroeste,5
24012,24,12,Tancanhuitz,San Luis Potosí,Alto,Alto,Alto,Alto,3,1,1,3,U,21.597319,-98.966388,214,21039,0.004098361,0.995901639,136.0225334,Norte,6
24026,24,26,San Antonio,San Luis Potosí,Alto,Alto,Alto,Alto,3,1,2,4,U,21.620177,-98.902848,217,9390,0.012195122,0.987804878,93.76665504,Norte,6
30173,30,173,Tezonapa,Veracruz,Alto,Alto,Alto,Alto,2,2,1,3,U,18.606807,-96.687534,219,52584,0.013245033,0.986754967,520.6643611,Golfo de Mexico,3
5012,5,12,Guerrero,Coahuila,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,28.308418,-100.378726,220,2091,0.004739336,0.995260664,2913.403628,Norte,6
20021,20,21,Cosolapa,Oaxaca,Bajo,Bajo,Bajo,Medio,2,2,4,2,U,18.601787,-96.682386,220,14667,0.026315789,0.973684211,111.7528119,Pacifico Sur,7
20318,20,318,San Pedro Mixtepec,Oaxaca,Bajo,Bajo,Bajo,Bajo,1,3,4,2,U,15.982644,-97.083832,220,42860,0.043478261,0.956521739,327.1632123,Pacifico Sur,7
20413,20,413,Santa María Huatulco,Oaxaca,Bajo,Bajo,Bajo,Bajo,1,3,4,2,U,15.836111,-96.322093,220,38629,0.031914894,0.968085106,515.7874054,Pacifico Sur,7
30035,30,35,Citlaltépetl,Veracruz,Alto,Medio,Alto,Medio,2,2,1,3,U,21.328468,-97.879275,221,11081,0.025641026,0.974358974,80.4860869,Golfo de Mexico,3
5025,5,25,Piedras Negras,Coahuila,Muy bajo,Muy bajo,Muy bajo,Muy bajo,1,3,3,1,U,28.708093,-100.528441,222,152806,0.00621118,0.99378882,473.2432717,Norte,6
21158,21,158,Tenampulco,Puebla,Alto,Alto,Alto,Alto,2,2,1,3,U,20.171319,-97.405413,222,6772,0.023809524,0.976190476,139.2298622,Centro Sur,2
26061,26,61,Soyopa,Sonora,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,28.764215,-109.634631,222,1284,0.007142857,0.992857143,1712.531909,Noroeste,5
30153,30,153,Tancoco,Veracruz,Medio,Medio,Medio,Medio,2,2,4,2,U,21.286381,-97.791419,223,5873,0.016949153,0.983050847,154.714397,Golfo de Mexico,3
25007,25,7,Choix,Sinaloa,Medio,Medio,Medio,Medio,2,2,4,2,U,26.707011,-108.322352,224,32998,0.002398082,0.997601918,3189.303541,Noroeste,5
28010,28,10,Cruillas,Tamaulipas,Medio,Bajo,Bajo,Medio,2,2,4,2,U,24.755171,-98.534542,225,2011,0.00591716,0.99408284,1869.583441,Noreste,4
7029,7,29,Chicoasén,Chiapas,Bajo,Bajo,Bajo,Bajo,2,2,4,2,U,16.967255,-93.105235,227,5018,0.04,0.96,115.5537875,Pacifico Sur,7
20345,20,345,San Sebastián Ixcapa,Oaxaca,Alto,Medio,Medio,Medio,2,2,1,3,U,16.543667,-98.144487,233,3968,0.1,0.9,98.65090461,Pacifico Sur,7
20427,20,427,Santa María Petapa,Oaxaca,Medio,Medio,Bajo,,2,2,4,2,U,16.822429,-95.120039,235,15387,0.074074074,0.925925926,156.0923371,Pacifico Sur,7
20090,20,90,San Andrés Huaxpaltepec,Oaxaca,Alto,Medio,Medio,Medio,2,2,1,3,U,16.329046,-97.916349,236,5867,0.0625,0.9375,88.0293938,Pacifico Sur,7
19035,19,35,Melchor Ocampo,Nuevo León,Muy bajo,Muy bajo,Muy bajo,Muy bajo,1,3,3,1,U,26.058525,-99.542283,239,862,0.027027027,0.972972973,205.9346597,Noreste,4
20302,20,302,San Pedro Atoyac,Oaxaca,Muy alto,Alto,Alto,Alto,3,1,1,3,U,16.489084,-97.986977,239,4136,0.076923077,0.923076923,74.63432002,Pacifico Sur,7
20225,20,225,San Lorenzo,Oaxaca,Muy alto,Alto,Alto,Alto,3,1,2,4,U,16.394262,-97.874836,240,5955,0.125,0.875,58.83796516,Pacifico Sur,7
26062,26,62,Suaqui Grande,Sonora,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,28.395548,-109.888203,240,1121,0.018518519,0.981481481,911.3900356,Noroeste,5
12022,12,22,Coyuca de Catalán,Guerrero,Alto,Alto,Alto,Alto,2,2,4,2,U,18.331019,-100.698566,241,42069,0.003921569,0.996078431,3350.840186,Pacifico Sur,7
30083,30,83,Ixhuatlán de Madero,Veracruz,Alto,Alto,Alto,Alto,3,1,2,4,U,20.689381,-98.01255,242,49820,0.011363636,0.988636364,663.4757282,Golfo de Mexico,3
12050,12,50,Pungarabato,Guerrero,Bajo,Bajo,Bajo,Bajo,1,3,3,1,U,18.362273,-100.668241,243,37035,0.0625,0.9375,125.9685645,Pacifico Sur,7
20513,20,513,Santo Domingo Petapa,Oaxaca,Alto,Medio,Medio,Medio,2,2,1,3,U,16.820669,-95.140423,244,8394,0.03125,0.96875,340.4952902,Pacifico Sur,7
30004,30,4,Actopan,Veracruz,Bajo,Muy bajo,Bajo,Bajo,1,3,3,1,U,19.504051,-96.616881,245,40994,0.005865103,0.994134897,854.2116352,Golfo de Mexico,3
10034,10,34,Tamazula,Durango,Muy alto,Alto,Alto,Alto,2,2,1,3,U,24.970316,-106.966602,246,26368,0.001173709,0.998826291,5741.311698,Norte,6
5014,5,14,Jiménez,Coahuila,Bajo,Bajo,Bajo,Bajo,1,3,3,1,U,29.070308,-100.674228,248,9935,0.008438819,0.991561181,2197.065713,Norte,6
30167,30,167,Tepetzintla,Veracruz,Alto,Medio,Medio,Medio,2,2,1,3,U,21.166113,-97.851058,253,13949,0.008849558,0.991150442,225.2442185,Golfo de Mexico,3
7076,7,76,Sabanilla,Chiapas,Alto,Alto,Alto,Alto,3,1,2,4,U,17.283484,-92.55172,257,25187,0.013513514,0.986486486,250.1164573,Pacifico Sur,7
30027,30,27,Benito Juárez,Veracruz,Alto,Alto,Alto,Alto,3,1,2,4,U,20.886561,-98.205445,258,16692,0.011904762,0.988095238,230.6036045,Golfo de Mexico,3
20010,20,10,El Barrio de la Soledad,Oaxaca,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,16.803935,-95.11219,260,13608,0.049180328,0.950819672,252.7521532,Pacifico Sur,7
20198,20,198,San Juan Guichicovi,Oaxaca,Alto,Alto,Alto,Alto,3,1,1,3,U,16.962829,-95.095094,260,28142,0.010204082,0.989795918,798.3026681,Pacifico Sur,7
20489,20,489,Santiago Tetepec,Oaxaca,Alto,Alto,Alto,Alto,2,2,1,3,U,16.322271,-97.748254,260,4953,0.0625,0.9375,292.2059627,Pacifico Sur,7
13049,13,49,Pisaflores,Hidalgo,Alto,Alto,Medio,Alto,2,2,1,3,U,21.194782,-99.005997,261,18244,0.012345679,0.987654321,186.3324604,Centro Sur,2
20082,20,82,San Agustín Chayuco,Oaxaca,Alto,Alto,Alto,Alto,3,1,1,3,U,16.402382,-97.807518,261,3952,0.071428571,0.928571429,151.5860244,Pacifico Sur,7
12027,12,27,Cutzamala de Pinzón,Guerrero,Alto,Medio,Medio,Alto,1,3,3,1,U,18.465244,-100.578513,262,21388,0.005050505,0.994949495,1330.609748,Pacifico Sur,7
4010,4,10,Calakmul,Campeche,Alto,Alto,Medio,Alto,2,2,4,2,U,18.505371,-89.397276,263,26882,0.003816794,0.996183206,13946.06576,Peninsula de Yucatan,8
20285,20,285,San Miguel Tlacamama,Oaxaca,Alto,Alto,Alto,Medio,2,2,1,3,U,16.416729,-98.063217,263,3386,0.033333333,0.966666667,104.1726092,Pacifico Sur,7
12067,12,67,Tlapehuala,Guerrero,Medio,Medio,Medio,Medio,2,2,4,2,U,18.23976,-100.541574,264,21819,0.048780488,0.951219512,283.9492346,Pacifico Sur,7
28028,28,28,Nuevo Morelos,Tamaulipas,Bajo,Bajo,Muy bajo,Bajo,1,3,4,2,U,22.534471,-99.221333,264,3381,0.016666667,0.983333333,299.8283354,Noreste,4
30063,30,63,Chontla,Veracruz,Alto,Medio,Alto,Alto,2,2,1,3,U,21.293435,-97.92493,267,14688,0.00729927,0.99270073,386.7881355,Golfo de Mexico,3
28019,28,19,Llera,Tamaulipas,Bajo,Bajo,Bajo,Medio,1,3,4,2,U,23.31896,-99.02363,268,17333,0.00234192,0.99765808,2540.737794,Noreste,4
20468,20,468,Santiago Jocotepec,Oaxaca,Alto,Alto,Alto,Alto,3,1,2,4,R,17.53568,-95.944416,269,13568,0.025641026,0.974358974,618.4952974,Pacifico Sur,7
5015,5,15,Juárez,Coahuila,Bajo,Muy bajo,Muy bajo,Muy bajo,1,3,3,1,U,27.606506,-100.72712,270,1599,0.006060606,0.993939394,2444.037961,Norte,6
12003,12,3,Ajuchitlán del Progreso,Guerrero,Alto,Alto,Alto,Alto,2,2,1,3,U,18.159555,-100.496057,270,38203,0.020304569,0.979695431,1991.592255,Pacifico Sur,7
24058,24,58,El Naranjo,San Luis Potosí,Bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,22.522036,-99.322509,270,20495,0.007874016,0.992125984,812.6200966,Norte,6
19050,19,50,Vallecillo,Nuevo León,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,26.659673,-99.989579,272,1971,0.003891051,0.996108949,1750.916721,Noreste,4
19011,19,11,Cerralvo,Nuevo León,Muy bajo,Muy bajo,Muy bajo,Muy bajo,1,3,3,1,U,26.089869,-99.614733,279,7855,0.00456621,0.99543379,998.4809349,Noreste,4
30017,30,17,Apazapan,Veracruz,Medio,Bajo,Bajo,Bajo,2,2,4,2,U,19.320423,-96.718649,279,4027,0.043478261,0.956521739,67.30827383,Golfo de Mexico,3
12052,12,52,San Luis Acatlán,Guerrero,Muy alto,Alto,Alto,Alto,3,1,2,4,U,16.808583,-98.733613,280,42360,0.033898305,0.966101695,1100.269492,Pacifico Sur,7
14043,14,43,La Huerta,Jalisco,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,19.485,-104.643333,280,23428,0.003546099,0.996453901,1998.695443,Centro Occidente,1
20334,20,334,Villa de Tututepec de Melchor Ocampo,Oaxaca,Alto,Alto,Medio,Medio,2,2,4,2,U,16.129895,-97.608541,280,43913,0.020408163,0.979591837,1222.504642,Pacifico Sur,7
20367,20,367,Santa Catarina Mechoacán,Oaxaca,Muy alto,Alto,Alto,Alto,3,1,2,4,U,16.334434,-97.836026,280,4543,0.25,0.75,51.44806092,Pacifico Sur,7
20414,20,414,Santa María Huazolotitlán,Oaxaca,Alto,Medio,Medio,Medio,2,2,4,2,U,16.302222,-97.912861,280,10794,0.041666667,0.958333333,276.7542413,Pacifico Sur,7
26017,26,17,Caborca,Sonora,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,30.714074,-112.148355,283,81309,0.00310559,0.99689441,10730.7651,Noroeste,5
20407,20,407,Santa María Chimalapa,Oaxaca,Muy alto,Alto,Alto,,2,2,1,3,U,16.90992,-94.683022,285,8506,0.016393443,0.983606557,4556.501993,Pacifico Sur,7
30203,30,203,Zozocolco de Hidalgo,Veracruz,Muy alto,Alto,Alto,Muy alto,3,1,2,4,U,20.140845,-97.575513,290,13434,0.033333333,0.966666667,68.43204362,Golfo de Mexico,3
5002,5,2,Acuña,Coahuila,Muy bajo,Muy bajo,Muy bajo,Muy bajo,1,3,3,1,U,29.330006,-100.978258,291,136755,0.002932551,0.997067449,11461.26918,Norte,6
12039,12,39,Juan R. Escudero,Guerrero,Medio,Medio,Medio,Medio,2,2,4,2,U,17.169004,-99.522047,292,24364,0.022222222,0.977777778,409.3475728,Pacifico Sur,7
12054,12,54,San Miguel Totolapan,Guerrero,Muy alto,Muy alto,Muy alto,Muy alto,3,1,1,3,U,18.161267,-100.390821,295,28009,0.004366812,0.995633188,2368.130008,Pacifico Sur,7
30050,30,50,Coxquihui,Veracruz,Alto,Alto,Alto,Alto,2,2,1,3,U,20.184737,-97.586271,299,15492,0.034482759,0.965517241,79.65697296,Golfo de Mexico,3
30141,30,141,San Andrés Tuxtla,Veracruz,Alto,Medio,Medio,Medio,2,2,1,3,U,18.448668,-95.212571,299,157364,0.016835017,0.983164983,953.8795399,Golfo de Mexico,3
7039,7,39,Huitiupán,Chiapas,Muy alto,Alto,Alto,Alto,3,1,2,4,U,17.173232,-92.685932,300,22536,0.009803922,0.990196078,339.4238272,Pacifico Sur,7
16038,16,38,Huetamo,Michoacán,Medio,Medio,Medio,Medio,1,3,3,1,U,18.626426,-100.899725,301,41937,0.002808989,0.997191011,2049.579553,Centro Occidente,1
19044,19,44,Sabinas Hidalgo,Nuevo León,Muy bajo,Muy bajo,Muy bajo,Muy bajo,1,3,3,1,U,26.498369,-100.181147,301,34671,0.003846154,0.996153846,1528.986994,Noreste,4
16077,16,77,San Lucas,Michoacán,Medio,Medio,Medio,Medio,1,3,3,1,U,18.591411,-100.784752,303,18461,0.020618557,0.979381443,466.2746221,Centro Occidente,1
21025,21,25,Ayotoxco de Guerrero,Puebla,Alto,Medio,Medio,Medio,2,2,1,3,U,20.097159,-97.410524,303,8153,0.022727273,0.977272727,105.9510711,Centro Sur,2
21145,21,145,San Sebastián Tlacotepec,Puebla,Muy alto,Muy alto,Alto,Muy alto,3,1,2,4,U,18.404646,-96.85061,304,13534,0.015151515,0.984848485,236.0592405,Centro Sur,2
30109,30,109,Misantla,Veracruz,Medio,Bajo,Bajo,Bajo,2,2,4,2,U,19.928634,-96.852736,305,62919,0.004016064,0.995983936,519.7112294,Golfo de Mexico,3
5026,5,26,Progreso,Coahuila,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,27.428978,-100.987233,308,3473,0.006134969,0.993865031,2868.304767,Norte,6
